division,category,Gene Symbol,Gene Name,Synonyms,MGI_IDs,MGI_IDs Links,UniProt_IDs,Refseq_IDs,Notes
Core matrisome,ECM Glycoproteins,Ntn3,netrin 3,Ntn2l,MGI:1341188,MGI:1341188,Q52KG2:Q9R1A3,NP_035077.1:NP_035077.1,
Core matrisome,ECM Glycoproteins,Ntn4,netrin 4,-,MGI:1888978,MGI:1888978,D3Z053:Q0VEM1:Q9JI33,NP_067295.2:NP_067295.2,
Core matrisome,ECM Glycoproteins,Ntn5,netrin 5,Gm484,MGI:2685330,MGI:2685330,Q3UQ22:S4R1A5:S4R1X6,NP_001028528.2:NP_001276622.1:NP_001276621.1:NP_001276622.1,
Core matrisome,ECM Glycoproteins,Ntng1,netrin G1,A930010C08Rik|AI853992|Lmnt1|MGC99878,MGI:1934028,MGI:1934028,F7CVQ1:F8WJ48:F8WJ50:F8WJ51:Q8BPN6:Q8R4G0:Q9CTQ0,NP_001156820.1:NP_001156821.1:NP_001156822.1:NP_001156823.1:NP_109624.1:NP_597995.1:XP_006502422.1:XP_006502423.1,
Core matrisome,ECM Glycoproteins,Ntng2,netrin G2,2610016D08Rik|Lmnt2,MGI:2159341,MGI:2159341,A2AKW8:A2AKX2:J3QNA0:Q8R4F1:V9GX85,NP_598007.1:NP_598007.1:NP_598008.1,
Core matrisome,ECM Glycoproteins,Oit3,oncoprotein induced transcript 3,EF-9|LZP,MGI:1201782,MGI:1201782,Q3U5T0:Q8R4V5,NP_035089.1,
Core matrisome,ECM Glycoproteins,Otog,otogelin,4932420K09|Otgn|twt,MGI:1202064,MGI:1202064,G3UWC8:O55225,NP_038652.2,
Core matrisome,ECM Glycoproteins,Otogl,predicted gene 6924,EG628870|Gm6924,MGI:3647600,MGI:3647600,F7A4A7,NP_001171038.1,
Core matrisome,ECM Glycoproteins,Otol1,predicted gene 414,Otol1|Gm414,MGI:2685260,MGI:2685260,Q4ZJM7,NP_001018041.2,
Core matrisome,ECM Glycoproteins,Papln,"papilin, proteoglycan-like sulfated glycoprotein",E030033C16Rik,MGI:2386139,MGI:2386139,B7ZN28:Q9EPX2,NP_001192272.1:XP_006515568.1:NP_570957.2,
Core matrisome,ECM Glycoproteins,Pcolce,procollagen C-endopeptidase enhancer protein,-,MGI:105099,MGI:105099,D3YUE2:D3YWH0:D3YZE3:F6QJE1:Q3TX39:Q3UIP2:Q3UN82:Q61398,XP_006504621.1:NP_032814.2:NP_032814.2:NP_032814.2,
Core matrisome,ECM Glycoproteins,Pcolce2,procollagen C-endopeptidase enhancer 2,2400001O18Rik|Pcpe2,MGI:1923727,MGI:1923727,Q8R4W6,NP_083896.1,
Core matrisome,ECM Glycoproteins,Postn,"periostin, osteoblast specific factor",AI747096|OSF-2|Osf2|PLF|PN|Periostin|peri,MGI:1926321,MGI:1926321,F7C9H0:Q3U4U1:Q62009:Q6GUA3,NP_001185694.1:NP_001185695.1:NP_056599.1:XP_006501716.1:XP_006501717.1,
Core matrisome,ECM Glycoproteins,Pxdn,peroxidasin homolog (Drosophila),2310075M15Rik|C85409|E330004E07|VPO1|mKIAA0230,MGI:1916925,MGI:1916925,B2RX13:D3Z5M7:Q3UQ28:Q80U60,NP_852060.2,
Core matrisome,ECM Glycoproteins,Reln,reelin,reeler|rl,MGI:103022,MGI:103022,A1IH02:A1IH03:F6U2B2:Q148P9:Q60841:Q64FW1:Q8C978,NP_035391.2:XP_006535709.1,
Core matrisome,ECM Glycoproteins,Rspo1,R-spondin homolog (Xenopus laevis),R-spondin|Rspondin,MGI:2183426,MGI:2183426,B1ASC1:Q9Z132,NP_619624.2:NP_619624.2,
Core matrisome,ECM Glycoproteins,Rspo2,R-spondin 2 homolog (Xenopus laevis),2610028F08Rik|AA673245|D430027K22|ftls,MGI:1922667,MGI:1922667,Q8BFU0,NP_766403.1:XP_006520968.1,
Core matrisome,ECM Glycoproteins,Rspo3,R-spondin 3 homolog (Xenopus laevis),2810459H04Rik|AW742308|Cristin1|MGC118442|Thsd2,MGI:1920030,MGI:1920030,Q2TJ95,NP_082627.3,
Core matrisome,ECM Glycoproteins,Rspo4,"R-spondin family, member 4",A730099F22|A930029K19Rik,MGI:1924467,MGI:1924467,A0AUN1:Q0P5Y9:Q8BJ73,NP_001035779.1:NP_001035779.1,
Core matrisome,ECM Glycoproteins,Sbspon,predicted gene 106,Rpesp|Gm106,MGI:2684952,MGI:2684952,Q3UPR9,NP_001028460.1,
Core matrisome,ECM Glycoproteins,Slamf6,SLAM family member 6,KAL1|KAL1b|Ly108|NTB-A|NTBA|SF2000,MGI:1353620,MGI:1353620,C6ESQ1:Q18PG5:Q18PJ0:Q18PJ2:Q8C9E6:Q9ET39,XP_006496950.1:NP_109635.1:XP_006496948.1:NP_109635.1:XP_006496948.1,
Core matrisome,ECM Glycoproteins,Slit1,slit homolog 1 (Drosophila),Slil1|mKIAA0813,MGI:1315203,MGI:1315203,E9Q117:E9Q2P0:E9QAW9:Q80TR4,NP_056563.2,
Core matrisome,ECM Glycoproteins,Slit2,slit homolog 2 (Drosophila),Drad-1|E030015M03Rik|E130320P19Rik|KIAA4141|Slil3|,MGI:1315205,MGI:1315205,B2RX05:B7ZNW9:G3UWQ3:G3UXV6:G3UY21:G3UYX7:G3UZ61:G3UZ88:G3UZW0:G3X909:Q5DTL5:Q8BPJ0:Q9R1B9,XP_006503879.1:NP_001278157.1:NP_001278156.1:XP_006503878.1:NP_848919.3,
Core matrisome,ECM Glycoproteins,Slit3,slit homolog 3 (Drosophila),Slil2,MGI:1315202,MGI:1315202,B2RX06:Q3UHN1:Q6ZQ39:Q9WVB4:Q9Z0Y6,NP_035542.2:NP_035542.2:NP_035542.2:NP_035542.2,
Core matrisome,ECM Glycoproteins,Smoc1,SPARC related modular calcium binding 1,2600002F22Rik|AI848508|SRG,MGI:1929878,MGI:1929878,D3Z3A3:E9QKW2:Q8BLY1,NP_071711.2:NP_001139689.1:NP_071711.2,
Core matrisome,ECM Glycoproteins,Smoc2,SPARC related modular calcium binding 2,1700056C05Rik|5430426J21Rik|Smoc2l,MGI:1929881,MGI:1929881,Q3TVR8:Q8CD91,NP_071710.2,
Core matrisome,ECM Glycoproteins,Sned1,"sushi, nidogen and EGF-like domains 1",6720455I24Rik|AI197264|AI642697|D430044C15Rik|SST3,MGI:3045960,MGI:3045960,F6V5H4:Q3UTN9:Q70E20,NP_766051.4,
Core matrisome,ECM Glycoproteins,Sparc,secreted acidic cysteine rich glycoprotein,AA517111|BM-40,MGI:98373,MGI:98373,P07214:Q3TXI6:Q5NCU3:Q5NCU4:Q5NCU5,NP_033268.1:XP_006532729.1:NP_001277746.1:NP_001277746.1:NP_033268.1:XP_006532729.1,
Core matrisome,ECM Glycoproteins,Sparcl1,SPARC-like 1,Ecm2|Sc1|hevin|mast9,MGI:108110,MGI:108110,P70663:Q3TYD5:Q3UYK7,NP_034227.3:XP_006534830.1:XP_006534831.1:NP_034227.3:NP_034227.3,
Core matrisome,ECM Glycoproteins,Spon1,"spondin 1, (f-spondin) extracellular matrix protein",AI666765|AW455831|BC020531|D330035F22Rik|FSP,MGI:2385287,MGI:2385287,Q3UYD7:Q8VCC9,NP_663559.1,
Core matrisome,ECM Glycoproteins,Spon2,"spondin 2, extracellular matrix protein",2310045I24Rik|AI504350|M-spondin|Mindin|Mspondin,MGI:1923724,MGI:1923724,Q3TEM5:Q6KAS6:Q8BMS2:Q8VD28,NP_598664.3:XP_006503685.1,
Core matrisome,ECM Glycoproteins,Spp1,secreted phosphoprotein 1,AA960535|AI790405|Apl-1|BNSP|BSPI|Bsp|ETA-1|Eta|OP,MGI:98389,MGI:98389,D3Z116:D3Z4N2:D3Z513:F8WIP8:P10923:Q3TLP1:Q3TND2:Q3UBR1:Q3UZY3:Q547B5:Q6PKE3,NP_001191132.1:NP_001191162.1:NP_033289.2:NP_001191131.1:NP_001191162.1:NP_033289.2,
Core matrisome,ECM Glycoproteins,Srpx,sushi-repeat-containing protein,drs|drs-1|drs-2|mDRS-1|mDRS-2,MGI:1858306,MGI:1858306,A2BE45:Q9R0M3,NP_058607.1,
Core matrisome,ECM Glycoproteins,Srpx2,"sushi-repeat-containing protein, X-linked 2",1110039C07Rik|SRP|SRPUL,MGI:1916042,MGI:1916042,Q8R054,NP_001077364.2:NP_081114.2,
Core matrisome,ECM Glycoproteins,Sspo,SCO-spondin,C79529|Scospondin,MGI:2674311,MGI:2674311,E9Q0I4:Q8CG65:Q8CG66,NP_775604.3,
Core matrisome,ECM Glycoproteins,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",1110021D17Rik|4833413O10Rik|AA387071|D430029O09Rik,MGI:1928849,MGI:1928849,A2AVA0,NP_073725.2,
Core matrisome,ECM Glycoproteins,Tecta,tectorin alpha,Tctna,MGI:109575,MGI:109575,B7ZWA6:O08523,NP_033373.2:XP_006510211.1:XP_006510212.1:XP_006510213.1,
Core matrisome,ECM Glycoproteins,Tectb,tectorin beta,Tctnb,MGI:109574,MGI:109574,D3Z273:D3Z3Y6:F6Z818:O08524:Q1HL20,NP_033374.2:XP_006526966.1:NP_033374.2:XP_006526966.1,
Core matrisome,ECM Glycoproteins,Tgfbi,"transforming growth factor, beta induced",68kDa|AI181842|AI747162|Beta-ig|MGC150270|big-h3,MGI:99959,MGI:99959,A1L353:A1L354:P82198:Q3TAY9:Q3TDZ5:Q3UBG4:Q3UXJ2,NP_033395.1:NP_033395.1,
Core matrisome,ECM Glycoproteins,Thbs1,thrombospondin 1,TSP-1|TSP1|Thbs-1|tbsp1,MGI:98737,MGI:98737,P35441:Q3TP59:Q3TPD3:Q3TR40:Q80YQ1:Q8CGB2,XP_006499215.1:NP_035710.2,
Core matrisome,ECM Glycoproteins,Thbs2,thrombospondin 2,TSP2|Thbs-2,MGI:98738,MGI:98738,Q03350:Q7TMT3:Q8K2B7,NP_035711.2,
Core matrisome,ECM Glycoproteins,Thbs3,thrombospondin 3,TSP3|Thbs-3,MGI:98739,MGI:98739,D3Z6N1:E9PWF0:F6W6J3:Q05895,NP_038719.2,
Core matrisome,ECM Glycoproteins,Thbs4,thrombospondin 4,TSP4,MGI:1101779,MGI:1101779,B2RTL6:Q9Z1T2,NP_035712.1:NP_035712.1,
Core matrisome,ECM Glycoproteins,Thsd4,"thrombospondin, type I, domain containing 4",AI585901|Adamtsl4|B230114P05Rik,MGI:2672033,MGI:2672033,B2RTG1:D3Z044:Q3UTY6:Q8C3I5,NP_001035516.2:NP_766032.1:XP_006510969.1:XP_006510970.1:XP_006510971.1,
Core matrisome,ECM Glycoproteins,Tinag,tubulointerstitial nephritis antigen,AI452335|TIN-ag,MGI:1349477,MGI:1349477,Q91XG7:Q9WUR0:V9GXH5,NP_036163.3,
Core matrisome,ECM Glycoproteins,Tinagl1,tubulointerstitial nephritis antigen-like 1,1110021J17Rik|AZ-1|AZ1|Arg1|Lcn7|TARP|Tinagl,MGI:2137617,MGI:2137617,H3BJ97:H3BKM8:Q4FJX7:Q99JR5,NP_001161805.1:NP_075965.2,
Core matrisome,ECM Glycoproteins,Tnc,tenascin C,AI528729|C130033P17Rik|Hxb|MGC144208|MGC144209|TN|,MGI:101922,MGI:101922,Q148T4:Q148T5:Q80YX0:Q80YX1:Q8C9Z1:Q9WUU4,NP_035737.2:XP_006537840.1:NP_035737.2:XP_006537837.1:NP_035737.2,
Core matrisome,ECM Glycoproteins,Tnfaip6,tumor necrosis factor alpha induced protein 6,TSG-6|Tnfip6|Tsg6,MGI:1195266,MGI:1195266,O08859:Q3USX6,NP_033424.1:NP_033424.1,
Core matrisome,ECM Glycoproteins,Tnn,tenascin N,Tnw|tenascin-W,MGI:2665790,MGI:2665790,E9Q1F6:Q70HX0:Q80Z71:Q8CHL2,NP_808507.2,
Core matrisome,ECM Glycoproteins,Tnr,tenascin R,J1-tenascin|TN-R|janusin|restrictin,MGI:99516,MGI:99516,Q8BYI9,NP_071707.2:XP_006496805.1:XP_006496806.1:XP_006496807.1,
Core matrisome,ECM Glycoproteins,Tnxb,tenascin XB,TN-MHC|Tnx|tenascin-X,MGI:1932137,MGI:1932137,A1L0S4:E9Q2T3:O35452:Q3TAQ2:Q3V5L4:Q62308,NP_112453.2,
Core matrisome,ECM Glycoproteins,Tsku,tsukushin,9530051K01Rik|E2ig4|Lrrc54|Tsk,MGI:2443855,MGI:2443855,Q08EE6:Q8CBR6,NP_001019790.1:NP_001162011.1:NP_001162012.1:NP_001162013.1:XP_006507895.1:XP_006507896.1:XP_006507897.1:XP_006507898.1:XP_006507899.1:XP_006507900.1:NP_001019790.1:NP_001162011.1:NP_001162012.1:NP_001162013.1:XP_006507895.1:XP_006507896.1:XP_006507897.1:XP_006507898.1:XP_006507899.1:XP_006507900.1,
Core matrisome,ECM Glycoproteins,Tspear,RIKEN cDNA C330046G03 gene,ORF65|Tnep1|C330046G03Rik,MGI:2671932,MGI:2671932,J3S6Y1,NP_001274003.1,
Core matrisome,ECM Glycoproteins,Vit,vitrin,1700052E02Rik|1700110E08Rik|2810429K11Rik,MGI:1921449,MGI:1921449,Q8VHI5,NP_001183957.1:NP_083089.1,
Core matrisome,ECM Glycoproteins,Vtn,vitronectin,AI256434|Vn,MGI:98940,MGI:98940,P29788,NP_035837.1,Hemostasis
Core matrisome,ECM Glycoproteins,Vwa1,von Willebrand factor A domain containing 1,4932416A11Rik|WARP,MGI:2179729,MGI:2179729,Q8R2Z5,NP_680085.3,
Core matrisome,ECM Glycoproteins,Vwa2,von Willebrand factor A domain containing 2,Amaco,MGI:2684334,MGI:2684334,Q70UZ7:Q8CE01,NP_766428.2:NP_766428.2,
Core matrisome,ECM Glycoproteins,Vwa3a,von Willebrand factor A domain containing 3A,E030013G06Rik,MGI:3041229,MGI:3041229,E9Q0W9:F6YMQ0:F6Z0V3:Q3UVV9,NP_808365.2:XP_006507758.1:XP_006507759.1,
Core matrisome,ECM Glycoproteins,Vwa3b,von Willebrand factor A domain containing 3B,4921511C04Rik|A230074B11Rik|Gm555|MGC182824,MGI:1918103,MGI:1918103,I6L9D7:Q810N7:Q8BH17:Q8C5X5:Q9D5X0,XP_006496441.1:XP_006496442.1:XP_006496443.1:XP_006496444.1:XP_006496445.1:XP_006496444.1,
Core matrisome,ECM Glycoproteins,Vwa5a,von Willebrand factor A domain containing 5A,5830475I06Rik|AW552491|BCSC-1|E130119J22|Loh11cr2a,MGI:1915026,MGI:1915026,D3Z671:F6TIL5:Q99KC8,NP_001139429.1:NP_766355.3,
Core matrisome,ECM Glycoproteins,Vwa5b1,von Willebrand factor A domain containing 5B1,4931403E03Rik,MGI:1922968,MGI:1922968,A9Z1V5:B1AZ81:E9Q709:F7D0T1,NP_083677.1:XP_006539306.1:XP_006539307.1:NP_083677.1:XP_006539306.1:XP_006539307.1,
Core matrisome,ECM Glycoproteins,Vwa5b2,von Willebrand factor A domain containing 5B2,BB182430|EG328644|Gm1738|Gm931|MGC130431|MGC180294,MGI:2681859,MGI:2681859,E0CZ01:F2Z3U9:Q3UR50,NP_001138425.1:NP_872574.2:XP_006522361.1,
Core matrisome,ECM Glycoproteins,Vwa7,"DNA segment, Chr 17, human D6S56E 3",C6orf27|G7c|NG37|D17H6S56E-3,MGI:1306798,MGI:1306798,B2RQ76:B9EJA5:Q9JHA8,NP_613048.1:XP_006524439.1:XP_006525438.1:NP_613048.1,
Core matrisome,ECM Glycoproteins,Vwa9,RIKEN cDNA 2010321M09 gene,2010321M09Rik,MGI:1917132,MGI:1917132,Q8R3P6,NP_001071099.1:NP_780362.2:XP_006511491.1:XP_006511492.1,
Core matrisome,ECM Glycoproteins,Vwce,von Willebrand factor C and EGF domains,1300015B04Rik,MGI:1919018,MGI:1919018,Q3U515:Q80V54,NP_082189.1,
Core matrisome,ECM Glycoproteins,Vwde,von Willebrand factor D and EGF domains,Gm467,MGI:2685313,MGI:2685313,Q6DFV8,NP_001013779.2,
Core matrisome,ECM Glycoproteins,Vwf,Von Willebrand factor homolog,6820430P06Rik|AI551257|B130011O06Rik|C630030D09|F8,MGI:98941,MGI:98941,A2VCN5:E9QPU1:Q2I0J7:Q2I0J8:Q3TD35:Q3TPE1:Q3U017:Q8CIZ8:S4R195,XP_006505980.1:NP_035838.3,Hemostasis
Core matrisome,ECM Glycoproteins,Wisp1,WNT1 inducible signaling pathway protein 1,AW146261|Elm1,MGI:1197008,MGI:1197008,D3Z6X6:O54775:Q3UFJ5,NP_061353.1:NP_061353.1,CCN Family
Core matrisome,ECM Glycoproteins,Wisp2,WNT1 inducible signaling pathway protein 2,Ccn5|Crgr4|Ctgfl|Rcop1,MGI:1328326,MGI:1328326,A2AHD1:Q9Z0G4,NP_058569.2:NP_058569.2,CCN Family
Core matrisome,ECM Glycoproteins,Wisp3,WNT1 inducible signaling pathway protein 3,ENSMUSG00000062074|Gm735|WISP-3,MGI:2685581,MGI:2685581,D3Z5L9,NP_001120848.1,CCN Family
Core matrisome,ECM Glycoproteins,Zp1,zona pellucida glycoprotein 1,-,MGI:103073,MGI:103073,F7CW32:Q059L1:Q62005,NP_033606.2:NP_033606.2,
Core matrisome,ECM Glycoproteins,Zp2,zona pellucida glycoprotein 2,Zp-2,MGI:99214,MGI:99214,P20239:Q3UX44:Q6IR45,NP_035905.1:XP_006507651.1:XP_006507652.1,
Core matrisome,ECM Glycoproteins,Zp3,zona pellucida glycoprotein 3,Zp-3,MGI:99215,MGI:99215,F6VD35:P10761:Q3V2B5,NP_035906.1,
Core matrisome,ECM Glycoproteins,Zp3r,zona pellucida 3 receptor,AV264399|SP56,MGI:104965,MGI:104965,E9PVX4:E9PZ07:G3X970:Q0VET1:Q60736,NP_033607.2:NP_033607.2,
Core matrisome,ECM Glycoproteins,Zpld1,zona pellucida like domain containing 1,9430016A21Rik,MGI:2443415,MGI:2443415,Q8BGZ8,NP_848835.1:XP_006522194.1:XP_006522195.1:XP_006522196.1,
Core matrisome,Collagens,Col10a1,"collagen, type X, alpha 1",Col10a-1,MGI:88445,MGI:88445,Q05306,NP_034055.1,
Core matrisome,Collagens,Col11a1,"collagen, type XI, alpha 1",C530001D20Rik|cho,MGI:88446,MGI:88446,E9PVT8:Q3TST6:Q3TTT4:Q3UST0:Q61245:Q61246:Q8C4S5:Q8C6X0:V9GWX8,NP_031755.2:NP_031755.2,
Core matrisome,Collagens,Col11a2,"collagen, type XI, alpha 2",-,MGI:88447,MGI:88447,I7HJS8:I7HPY2:Q3UUU1:Q64739,NP_034056.1:NP_034056.1:XP_006523627.1:XP_006523628.1:XP_006523629.1:XP_006523630.1:XP_006523632.1:XP_006523633.1:XP_006525350.1:XP_006525351.1:XP_006525352.1:XP_006525353.1:XP_006525355.1:XP_006525356.1,
Core matrisome,Collagens,Col12a1,"collagen, type XII, alpha 1",AW743884,MGI:88448,MGI:88448,E9PX70:F6WIM8:J3KMS9:Q3TNZ7:Q60847,NP_001277237.1:XP_006510861.1,FACIT
Core matrisome,Collagens,Col13a1,"collagen, type XIII, alpha 1",-,MGI:1277201,MGI:1277201,D3Z7B8:D3Z7B9:F6Y6J7:Q8CD80:Q8K036:Q9R1N9,XP_006513235.1:NP_031757.1,
Core matrisome,Collagens,Col14a1,"collagen, type XIV, alpha 1",5730412L22Rik|AW108078,MGI:1341272,MGI:1341272,B7ZNH7:F7D5Y4:K3W4R4:Q80X19,NP_851794.3:XP_006520447.1:XP_006520448.1,FACIT
Core matrisome,Collagens,Col15a1,"collagen, type XV, alpha 1",-,MGI:88449,MGI:88449,A2AJY2:A2AJY4:A2AJY5:A2AJY6:A2AJY7:O35206,NP_034058.2,Basement Membrane 
Core matrisome,Collagens,Col16a1,"collagen, type XVI, alpha 1",2700007F12Rik|A530052M23Rik|AI838662|CA1F,MGI:1095396,MGI:1095396,A3KFV1:A3KFV2:A3KFV6:A3KFV7:E9Q0X4:Q8BLX7:Q8CIF9:Q8K388,NP_082542.3,FACIT
Core matrisome,Collagens,Col17a1,"collagen, type XVII, alpha 1",BP180|Bpag|Bpag2,MGI:88450,MGI:88450,Q07563,NP_001277754.1:NP_031758.2,
Core matrisome,Collagens,Col18a1,"collagen, type XVIII, alpha 1",endostatin,MGI:88451,MGI:88451,D3Z556:D3Z5C2:E9QPX1:P39061,XP_006513236.1:NP_001103461.1:NP_034059.2,Basement Membrane 
Core matrisome,Collagens,Col19a1,"collagen, type XIX, alpha 1",-,MGI:1095415,MGI:1095415,F8WHV4:Q0VF58,NP_031759.2:XP_006495708.1,FACIT
Core matrisome,Collagens,Col1a1,"collagen, type I, alpha 1",Col1a-1|Cola-1|Cola1|Mov-13|Mov13,MGI:88467,MGI:88467,P11087:Q60785:Q99LL6,NP_031768.2,
Core matrisome,Collagens,Col1a2,"collagen, type I, alpha 2",AA960264|AI325291|Col1a-2|Cola-2|Cola2|oim,MGI:88468,MGI:88468,E0CXI2:Q01149:Q3TP88:Q3TU64:Q3TUE2:Q3TX57:Q91VL4,NP_031769.2:NP_031769.2,
Core matrisome,Collagens,Col20a1,"collagen, type XX, alpha 1",1700051I12Rik,MGI:1920618,MGI:1920618,F6UFI2:F6ZXI1:F6ZZM4:Q923P0,NP_082794.1,FACIT
Core matrisome,Collagens,Col22a1,"collagen, type XXII, alpha 1",2310067L16Rik|C80743,MGI:1916950,MGI:1916950,E0CYH5:E9Q7P1:F6TGL6:Q9CV06,NP_081450.1:XP_006521444.1:XP_006521445.1,FACIT
Core matrisome,Collagens,Col23a1,"collagen, type XXIII, alpha 1",2810458L13Rik|AI429655,MGI:2653243,MGI:2653243,B1ATK5:Q8K4G2,NP_700442.2,
Core matrisome,Collagens,Col24a1,"collagen, type XXIV, alpha 1",5430404K19Rik|MGC107332,MGI:1918605,MGI:1918605,D3Z1L7:Q30D77:Q569E3:Q7TSP8:Q9D3N3,NP_082046.2:XP_006502160.1:XP_006502161.1,
Core matrisome,Collagens,Col25a1,"collagen, type XXV, alpha 1",2700062B08Rik,MGI:1924268,MGI:1924268,A0PJC4:B2RQR7:E9Q5L6:Q99MQ5:V9GWX5,NP_001231881.1:NP_084114.2:NP_942004.1:NP_084114.2,
Core matrisome,Collagens,Col26a1,EMI domain containing 2,9430032K24Rik|BC002218|Col26a|Col26a1|Emu2|MGC7475|Emid2,MGI:2155345,MGI:2155345,Q91VF6:Q99LU7,NP_077794.2:XP_006504424.1,
Core matrisome,Collagens,Col27a1,"collagen, type XXVII, alpha 1",5730512J02Rik|AI449266|mKIAA1870,MGI:2672118,MGI:2672118,Q5QNQ9:V9GXJ0:V9GXJ7,NP_079961.3,
Core matrisome,Collagens,Col28a1,"collagen, type XXVIII, alpha 1",Col28|Gm466,MGI:2685312,MGI:2685312,Q2UY11,NP_001032954.1:XP_006505094.1:XP_006505095.1,
Core matrisome,Collagens,Col2a1,"collagen, type II, alpha 1",Col2|Col2a|Col2a-1|Del1|Dmm|MGC90638,MGI:88452,MGI:88452,D3Z7T2:P28481,NP_001106987.2:NP_112440.2,
Core matrisome,Collagens,Col3a1,"collagen, type III, alpha 1",AW550625|Col3a-1|KIAA4231|MMS10-W|Ms10w|mKIAA4231,MGI:88453,MGI:88453,P08121:Q3TVI5:Q3TW25:Q3UH72:Q5DTG2:Q7TT32:Q8BJU6:Q8BKY2:Q8BLW4:Q8BMR6:Q8K173:Q9CSB7,NP_034060.2:NP_034060.2,
Core matrisome,Collagens,Col4a1,"collagen, type IV, alpha 1",Bru|Col4a-1|Del(8)44H|Raw|Svc,MGI:88454,MGI:88454,P02463,NP_034061.2,Basement Membrane 
Core matrisome,Collagens,Col4a2,"collagen, type IV, alpha 2",AU019502|Col4a-2|MGC7371|canstatin,MGI:88455,MGI:88455,B2RQQ8:D3YV27:P08122,NP_034062.3:NP_034062.3,Basement Membrane 
Core matrisome,Collagens,Col4a3,"collagen, type IV, alpha 3",[a]3(IV)|alpha3(IV)|tumstatin,MGI:104688,MGI:104688,F6RIS8:M0QWQ2:Q9QZS0,NP_031760.2,Basement Membrane 
Core matrisome,Collagens,Col4a4,"collagen, type IV, alpha 4",E130010M05Rik|[a]4(IV),MGI:104687,MGI:104687,Q3UQE0:Q8BPT9:Q9QZR9,NP_031761.1,Basement Membrane 
Core matrisome,Collagens,Col4a5,"collagen, type IV, alpha 5",-,MGI:88456,MGI:88456,F7CK55:P70165:Q3TP61:Q61436:Q63ZW6:Q80V57:Q8BNS7:Q9ESQ2,NP_001156627.1:NP_031762.2,Basement Membrane 
Core matrisome,Collagens,Col4a6,"collagen, type IV, alpha 6",BB116301,MGI:2152695,MGI:2152695,B1AVK5:Q3TNM7:Q6PFB1:Q99K97:Q9ESQ1,NP_444415.2:NP_444415.2,Basement Membrane 
Core matrisome,Collagens,Col5a1,"collagen, type V, alpha 1",AI413331,MGI:88457,MGI:88457,A3KGE7:B1AWB9:O88207,NP_056549.2:NP_056549.2,
Core matrisome,Collagens,Col5a2,"collagen, type V, alpha 2",1110014L14Rik|D230017N05,MGI:88458,MGI:88458,Q3U962:Q8BNA3,NP_031763.2,
Core matrisome,Collagens,Col5a3,"collagen, type V, alpha 3",-,MGI:1858212,MGI:1858212,A1A4B3:Q920S4:Q9JLI2,NP_058615.1,
Core matrisome,Collagens,Col6a1,"collagen, type VI, alpha 1",AI747156|Col6a-1,MGI:88459,MGI:88459,B0LAD9:Q04857:Q8BT34:Q8C6Y0:Q99LW4,NP_034063.1:NP_034063.1,
Core matrisome,Collagens,Col6a2,"collagen, type VI, alpha 2",Col6a-2|MGC36205,MGI:88460,MGI:88460,D3Z7D5:Q02788,XP_006513240.1:NP_666119.1,
Core matrisome,Collagens,Col6a3,"collagen, type VI, alpha 3",AI507288|Col6a-3,MGI:88461,MGI:88461,D3YWD1:E9PWQ3:J3QQ16:O88493:O88494:Q05504:Q66K11:Q80VJ0:Q99K31:Q9Z0I9,NP_001229938.1:NP_001229937.1,
Core matrisome,Collagens,Col6a4,"collagen, type VI, alpha 4",Dvwa|1110001D15Rik|AI413310|AU023415|EG235580,MGI:1915803,MGI:1915803,A2AX52:Q9CTL0,NP_081039.2:NP_081039.2,
Core matrisome,Collagens,Col6a5,predicted gene 7455,Col29a1|Col6a5|EG665033|Gm7455,MGI:3648134,MGI:3648134,A6H584,NP_001161395.1,
Core matrisome,Collagens,Col6a6,"collagen, type VI, alpha 6",E330019B14|E330026B02Rik,MGI:2444259,MGI:2444259,B9EK79:E9Q6A6:Q8C6K9,NP_001096077.1:NP_766515.2,
Core matrisome,Collagens,Col7a1,"collagen, type VII, alpha 1",AW209154,MGI:88462,MGI:88462,Q63870:Q6P7U1,NP_031764.2:XP_006511998.1,
Core matrisome,Collagens,Col8a1,"collagen, type VIII, alpha 1",Col8a-1,MGI:88463,MGI:88463,Q00780,NP_031765.2,
Core matrisome,Collagens,Col8a2,"collagen, type VIII, alpha 2",AI429819|MGC90765,MGI:88464,MGI:88464,A3KFY1:P25318,NP_955767.1,
Core matrisome,Collagens,Col9a1,"collagen, type IX, alpha 1",Col9a-1,MGI:88465,MGI:88465,G3X995:Q05722:Q80VN9:Q8BSQ4:Q8BT32:Q8CEP0:Q9CT83:Q9D0D2,NP_031766.3:NP_031766.3:NP_031766.3:NP_001277620.1:NP_031766.3:NP_031766.3:NP_001277620.1,FACIT
Core matrisome,Collagens,Col9a2,"collagen, type IX, alpha 2",AI427499|Col9a-2,MGI:88466,MGI:88466,I7HJR1:Q07643:Q8K2W0,NP_031767.2,FACIT
Core matrisome,Collagens,Col9a3,"collagen, type IX, alpha 3",AV006866,MGI:894686,MGI:894686,A2ACT7:Q14C48:Q61248:Q8BSX1:Q8K2L1:Q8VHY3:Q9CTK5:Q9JKK4,NP_034066.2:XP_006500615.1:NP_034066.2,FACIT
