division,category,Gene Symbol,Gene Name,geneid,Ensembl IDs,UniProt IDs,Human Orthologue,Mouse Orthologue,Dr Matrisome,combined_orthology
Matrisome-associated,ECM Regulators,adamtsl4,ADAMTS-like 4,ZDB-GENE-070815-2,-,-,ADAMTSL4,Adamtsl4,Yes,ADAMTSL4
Matrisome-associated,ECM Regulators,adamtsl5,ADAMTS like 5,-,ENSDARG00000052118,E7F4N4,ADAMTSL5,Adamtsl5,Yes,ADAMTSL5
Matrisome-associated,ECM Regulators,agt,angiotensinogen,ZDB-GENE-030131-1205,ENSDARG00000016412,Q502R9:Q8JH29,AGT,Agt,Yes,AGT
Matrisome-associated,ECM Regulators,ambp,alpha-1-microglobulin/bikunin precursor,ZDB-GENE-040426-1608,ENSDARG00000004296,Q7SXH6:A7E2Q2,AMBP,Ambp,Yes,AMBP
Matrisome-associated,ECM Regulators,bmp1a,bone morphogenetic protein 1a,ZDB-GENE-060818-1,ENSDARG00000028071,B3DJM4:Q2ABP1:F1REM3:Q0NXS0,BMP1,Bmp1,Yes,BMP1
Matrisome-associated,ECM Regulators,bmp1b,bone morphogenetic protein 1b,ZDB-GENE-060818-2,ENSDARG00000028053,Q2ABP0:E9QIS8:F1QPG2,BMP1,Bmp1,Yes,BMP1
Matrisome-associated,ECM Regulators,cd109,CD109 molecule,ZDB-GENE-120215-253,ENSDARG00000060609,I3IS91:E7FAX3,CD109,Cd109,Yes,CD109
Matrisome-associated,ECM Regulators,cela1,zgc:92041,-,ENSDARG00000017314,-,CELA1,Cela1,Yes,CELA1
Matrisome-associated,ECM Regulators,cpamd8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",ZDB-GENE-050208-428,ENSDARG00000056530,A5PMH2:F1QVU6,CPAMD8,Mug2,Yes,CPAMD8
Matrisome-associated,ECM Regulators,cpn2,"carboxypeptidase N, polypeptide 2",ZDB-GENE-120810-1,ENSDARG00000044326,-,CPN2,Cpn2,Yes,CPN2
Matrisome-associated,ECM Regulators,cst3,cystatin C (amyloid angiopathy and cerebral hemorrhage),ZDB-GENE-030131-373,ENSDARG00000007795,B8A4C9:B8A4D0:Q45RG8,CST3,Cst3,Yes,CST3
Matrisome-associated,ECM Regulators,cst7,cystatin F,-,ENSDARG00000101340,-,CST7,Cst7,Yes,CST7
Matrisome-associated,ECM Regulators,ctsa,cathepsin A,ZDB-GENE-030131-537,ENSDARG00000098114,Q6PHJ3:A0A0R4IGG9:A0A0R4ITW7:A0A0R4ILY1,CTSA,Ctsa,Yes,CTSA
Matrisome-associated,ECM Regulators,ctsba,cathepsin Ba,ZDB-GENE-040426-2650,ENSDARG00000055120,Q6PH75:E9QDX8,CTSB,Ctsb,Yes,CTSB
Matrisome-associated,ECM Regulators,ctsbb,cathepsin Bb,ZDB-GENE-070323-1,ENSDARG00000101051,A4FUN3:A0A0R4IUN6:A0A0R4IS30,CTSB,Ctsb,Yes,CTSB
Matrisome-associated,ECM Regulators,ctsc,cathepsin C,ZDB-GENE-030619-9,ENSDARG00000101334,A0A0R4IK18:A0A0R4IBK4:Q6P2V1,CTSC,Ctsc,Yes,CTSC
Matrisome-associated,ECM Regulators,ctsd,cathepsin D,ZDB-GENE-010131-8,ENSDARG00000057698,Q8AWD9:F8W366:Q8JH28:Q1L9E4:Q9DD89:A0A0R4IBQ0:Q1L9E5,CTSD,Ctsd,Yes,CTSD
Matrisome-associated,ECM Regulators,ctsf,cathepsin F,ZDB-GENE-030131-9831,ENSDARG00000063095,Q08CH0:F1RE14:B2GT35,CTSF,Ctsf,Yes,CTSF
Matrisome-associated,ECM Regulators,ctsh,cathepsin H,ZDB-GENE-030131-3539,ENSDARG00000041108,Q6NWF2:F1R4G6,CTSH,Ctsh,Yes,CTSH
Matrisome-associated,ECM Regulators,ctsk,cathepsin K,ZDB-GENE-001205-4,ENSDARG00000040251,F1Q8A0:Q568D6:F8QXP3:F8QXP4,CTSK,Ctsk,Yes,CTSK
Matrisome-associated,ECM Regulators,ctsl.1,cathepsin L.1,ZDB-GENE-040718-61,ENSDARG00000003902,Q6DHT0:X1WHM9,CTSL,Ctsl,Yes,CTSL
Matrisome-associated,ECM Regulators,ctsla,cathepsin La,ZDB-GENE-030131-106,ENSDARG00000007836,A5WVL6:Q6NYR5:A5WVL8:A5WVL7:Q8AYF3,CTSL,Ctsl,Yes,CTSL
Matrisome-associated,ECM Regulators,ctslb,cathepsin Lb,ZDB-GENE-980526-285,ENSDARG00000039173,Q32PQ1:A7MCR7:A8E587:P79722:F1R7B3:Q32PQ1:A7MCR7:A8E587:P79722:F1R7B3,CTSL,Ctsl,Yes,CTSL
Matrisome-associated,ECM Regulators,ctsll,"cathepsin L, like",ZDB-GENE-041010-76,ENSDARG00000011701,A2BEM8:Q5XJU5,CTSL,Ctsl,Yes,CTSL
Matrisome-associated,ECM Regulators,ctso,cathepsin O,ZDB-GENE-080724-8,ENSDARG00000052855,E7FA09,CTSO,Ctso,Yes,CTSO
Matrisome-associated,ECM Regulators,ctss1,"cathepsin S, ortholog 1",ZDB-GENE-040426-1583,ENSDARG00000036940,Q7SYL7:Q6NYE5:Q1L8W8,CTSS,Ctss,Yes,CTSS
Matrisome-associated,ECM Regulators,ctss2.1,"cathepsin S, ortholog2, tandem duplicate 1",ZDB-GENE-050522-559,ENSDARG00000074656,Q502H6:Q502A6,CTSS,Ctss,Yes,CTSS
Matrisome-associated,ECM Regulators,ctss2.2,"cathepsin S, ortholog 2, tandem duplicate 2",ZDB-GENE-050626-55,ENSDARG00000013771,Q4QRH8:A2BF64:Q566T8,CTSS,Ctss,Yes,CTSS
Matrisome-associated,ECM Regulators,ctssl,"cathepsin S, like",ZDB-GENE-021031-6,-,-,CTSS,Ctss,Yes,CTSS
Matrisome-associated,ECM Regulators,ctsz,cathepsin Z,ZDB-GENE-041010-139,ENSDARG00000043081,Q5XJD4:F8W3E6:F1RDQ9,CTSZ,Ctsz,Yes,CTSZ
Matrisome-associated,ECM Regulators,egln1a,egl-9 family hypoxia-inducible factor 1a,ZDB-GENE-110408-34,ENSDARG00000038996,E7F518,EGLN1,Egln1,Yes,EGLN1
Matrisome-associated,ECM Regulators,egln1b,egl-9 family hypoxia-inducible factor 1b,ZDB-GENE-040718-338,ENSDARG00000105156,F1Q5G1:F6P6J7:Q6DHH3,EGLN1,Egln1,Yes,EGLN1
Matrisome-associated,ECM Regulators,egln2,egl-9 family hypoxia-inducible factor 2,ZDB-GENE-060503-757,ENSDARG00000062562,E7F8S1,EGLN2,Egln2,Yes,EGLN2
Matrisome-associated,ECM Regulators,egln3,egl-9 family hypoxia-inducible factor 3,ZDB-GENE-040426-2541,ENSDARG00000032553,F8W5S7:Q6NY85:F8W461,EGLN3,Egln3,Yes,EGLN3
Matrisome-associated,ECM Regulators,f10,coagulation factor X,ZDB-GENE-021206-9,ENSDARG00000088581,F1QL87:Q4V971:Q6PGW7:F1QLC3:Q8JHC8,F10,F10,Yes,F10
Matrisome-associated,ECM Regulators,f13a1a.1,"coagulation factor XIII, A1 polypeptide a, tandem duplicate 1",ZDB-GENE-060929-1250,ENSDARG00000045453,F1QC84:Q08CK4,F13A1,F13a1,Yes,F13A1
Matrisome-associated,ECM Regulators,f13a1a.2,"coagulation factor XIII, A1 polypeptide a, tandem duplicate 2",ZDB-GENE-120307-1,ENSDARG00000045453,-,F13A1,F13a1,Yes,F13A1
Matrisome-associated,ECM Regulators,f13a1b,"coagulation factor XIII, A1 polypeptide b",ZDB-GENE-030131-9634,ENSDARG00000036893,F1R1R7:Q08CA3,F13A1,F13a1,Yes,F13A1
Matrisome-associated,ECM Regulators,f13b,"coagulation factor XIII, B polypeptide",ZDB-GENE-050208-701,ENSDARG00000101353,A0A0R4ITR8:A0A0R4IUW6:A0A0R4ISX5,F13B,F13b,Yes,F13B
Matrisome-associated,ECM Regulators,f2,coagulation factor II (thrombin),ZDB-GENE-030131-4606,ENSDARG00000036041,Q7SXH8:F1R704:A0A0R4IUX2:E7FAN5,F2,F2,Yes,F2
Matrisome-associated,ECM Regulators,f7,coagulation factor VII,ZDB-GENE-010814-1,ENSDARG00000034862,Q8JHD0:Q90YK1:Q504H3:F1QFP3,F7,F7,Yes,F7
Matrisome-associated,ECM Regulators,f7i,coagulation factor VIIi,ZDB-GENE-021206-10,ENSDARG00000075827,A4FUL1:Q504J5:Q8JHC9,F7,F7,Yes,F7
Matrisome-associated,ECM Regulators,f9a,coagulation factor IXa,ZDB-GENE-030714-2,ENSDARG00000010097,E7F301:F1QPS6:F1Q9R2:Q8AYE4:Q504K1:F1Q658,F9,F9,Yes,F9
Matrisome-associated,ECM Regulators,f9b,coagulation factor IXb,ZDB-GENE-060421-7346,ENSDARG00000029493,Q1RLV2,F9,F9,Yes,F9
Matrisome-associated,ECM Regulators,fam20a,"family with sequence similarity 20, member A",ZDB-GENE-081022-117,ENSDARG00000079486,F1QIU3:B3DI75:A0A0R4ITT3:A0A0R4IWZ3,FAM20A,Fam20a,Yes,FAM20A
Matrisome-associated,ECM Regulators,fam20b,"family with sequence similarity 20, member B (H. sapiens)",ZDB-GENE-040724-125,ENSDARG00000008573,R4GE25:R4GEK4:Q5RH51:R4GDT1:R4GEQ5,FAM20B,Fam20b,Yes,FAM20B
Matrisome-associated,ECM Regulators,fam20ca,"family with sequence similarity 20, member Ca",ZDB-GENE-130530-750,ENSDARG00000074317,-,FAM20C,Fam20c,Yes,FAM20C
Matrisome-associated,ECM Regulators,fam20cb,"family with sequence similarity 20, member Cb",ZDB-GENE-050301-4,ENSDARG00000090338,E7FAB7,FAM20C,Fam20c,Yes,FAM20C
Matrisome-associated,ECM Regulators,habp2,hyaluronan binding protein 2,ZDB-GENE-030131-4721,ENSDARG00000057498,F1QW52:A8WFR8:Q08CS9:A3KP18:E7FC55:Q502D2:Q1JQ29,HABP2,Habp2,Yes,HABP2
Matrisome-associated,ECM Regulators,he1a,hatching enzyme 1a,ZDB-GENE-021211-3,ENSDARG00000023656,E7EXQ9:F1QCK9:Q4G0A2,ASTL,Astl,Yes,ASTL
Matrisome-associated,ECM Regulators,he1b,hatching enzyme 1b,ZDB-GENE-030131-2100,ENSDARG00000019122,Q75NR9:Q1LW01:E7FBC5,ASTL,Astl,Yes,ASTL
Matrisome-associated,ECM Regulators,he2,hatching enzyme 2,ZDB-GENE-040518-1,ENSDARG00000022670,A4VCG4:Q1LW02:Q1LW03:Q75NS0,ASTL,Astl,Yes,ASTL
Matrisome-associated,ECM Regulators,hpse,heparanase,ZDB-GENE-041111-200,ENSDARG00000063634,Q1LVP9:A4QNY9,HPSE,Hpse,Yes,HPSE
Matrisome-associated,ECM Regulators,hpse2,heparanase 2,ZDB-GENE-090313-378,ENSDARG00000078163,F1QKL7:F1QMQ5,HPSE2,Hpse2,Yes,HPSE2
Matrisome-associated,ECM Regulators,htra1a,HtrA serine peptidase 1a,ZDB-GENE-040704-64,ENSDARG00000032831,B2GT42:Q6GMI0,HTRA1,Htra1,Yes,HTRA1
Matrisome-associated,ECM Regulators,htra1b,HtrA serine peptidase 1b,ZDB-GENE-080219-7,ENSDARG00000014907,A9JRB3,HTRA1,Htra1,Yes,HTRA1
Matrisome-associated,ECM Regulators,htra3a,HtrA serine peptidase 3a,ZDB-GENE-040801-245,ENSDARG00000052895,Q6DBR1:F6PEM1,HTRA3,Htra3,Yes,HTRA3
Matrisome-associated,ECM Regulators,htra3b,HtrA serine peptidase 3b,ZDB-GENE-110602-1,-,-,HTRA3,Htra3,Yes,HTRA3
Matrisome-associated,ECM Regulators,htra4,HtrA serine peptidase 4,ZDB-GENE-131120-192,ENSDARG00000005943,A0A0R4IJC2:A0A0A0MPH1,HTRA4,Htra4,Yes,HTRA4
Matrisome-associated,ECM Regulators,hyal1,hyaluronoglucosaminidase 1,ZDB-GENE-060312-42,ENSDARG00000059916,Q29RC1:F1Q6V7,HYAL1,Hyal1,Yes,HYAL1
Matrisome-associated,ECM Regulators,hyal2a,hyaluronoglucosaminidase 2a,ZDB-GENE-131121-41,ENSDARG00000059931,E7F701,HYAL2,Hyal2,Yes,HYAL2
Matrisome-associated,ECM Regulators,hyal2b,hyaluronoglucosaminidase 2b,ZDB-GENE-050208-414,ENSDARG00000062997,Q1LXC3,HYAL2,Hyal2,Yes,HYAL2
Matrisome-associated,ECM Regulators,hyal3,hyaluronoglucosaminidase 3,ZDB-GENE-081104-366,ENSDARG00000036818,A9C3S9,HYAL3,Hyal3,Yes,HYAL3
Matrisome-associated,ECM Regulators,hyal4,hyaluronoglucosaminidase 4,ZDB-GENE-061220-9,ENSDARG00000051823,E7FD65:X1WD16,HYAL4,Hyal4,Yes,HYAL4
Matrisome-associated,ECM Regulators,hyal6,hyaluronoglucosaminidase 6,ZDB-GENE-070112-2372,ENSDARG00000038166,A1L235:F1QNM5:K7DYH5,-,Hyal6,Yes,-
Matrisome-associated,ECM Regulators,itih1,inter-alpha-trypsin inhibitor heavy chain 1,ZDB-GENE-130530-650,ENSDARG00000055053,A0A0R4IL78:E7FCH6,ITIH1,Itih1,Yes,ITIH1
Matrisome-associated,ECM Regulators,itih2,inter-alpha-trypsin inhibitor heavy chain 2,ZDB-GENE-040426-1942,ENSDARG00000045516,Q5RH29:A0A0R4IQL9:Q7ZVB9:Q5RH28,ITIH2,Itih2,Yes,ITIH2
Matrisome-associated,ECM Regulators,itih3a,inter-alpha-trypsin inhibitor heavy chain 3a,ZDB-GENE-050522-262,ENSDARG00000055036,F1QTF9:E9QJD4:Q503P4,ITIH3,Itih3,Yes,ITIH3
Matrisome-associated,ECM Regulators,itih3b,inter-alpha-trypsin inhibitor heavy chain 3b,ZDB-GENE-040426-2716,ENSDARG00000102722,A0A0R4INP2:A0A0R4IU44:Q498Q0:A0A0R4IX10:Q4QRG1,ITIH3,Itih3,Yes,ITIH3
Matrisome-associated,ECM Regulators,itih5,"inter-alpha-trypsin inhibitor heavy chain family, member 5",ZDB-GENE-041210-193,ENSDARG00000045517,Q5RHF3:F1REM9,ITIH5,Itih5,Yes,ITIH5
Matrisome-associated,ECM Regulators,itih6,"inter-alpha-trypsin inhibitor heavy chain family, member 6",ZDB-GENE-050603-1,ENSDARG00000056037,F1Q5C3:A2AR69,ITIH6,Itih5l-ps,Yes,ITIH6
Matrisome-associated,ECM Regulators,kazald3,Kazal-type serine peptidase inhibitor domain 3,ZDB-GENE-050208-155,ENSDARG00000053509,B0V1B1,KAZALD1,Kazald1,Yes,KAZALD1
Matrisome-associated,ECM Regulators,kng1,kininogen 1,ZDB-GENE-041010-56,ENSDARG00000022372,Q1LYJ7:Q5XJ76:E9QFM6:E9QEH2,KNG1,Kng1|Kng2,Yes,KNG1
Matrisome-associated,ECM Regulators,ky,kyphoscoliosis peptidase,ZDB-GENE-090313-64,ENSDARG00000074036,F1QDV7,KY,Ky,Yes,KY
Matrisome-associated,ECM Regulators,loxa,lysyl oxidase a,ZDB-GENE-040426-2398,ENSDARG00000003259,F1QXL0:Q6NYT8:A9JTE8:Q2PS18,LOX,Lox,Yes,LOX
Matrisome-associated,ECM Regulators,loxb,lysyl oxidase b,ZDB-GENE-150820-1,-,-,LOX,Lox,Yes,LOX
Matrisome-associated,ECM Regulators,loxl1,lysyl oxidase-like 1,ZDB-GENE-060503-693,ENSDARG00000054451,F1QXN1:Q2PS19:A6MH29:F1QD91,LOXL1,Loxl1,Yes,LOXL1
Matrisome-associated,ECM Regulators,loxl2a,lysyl oxidase-like 2a,ZDB-GENE-070818-1,ENSDARG00000044010,A0A0H2UKE3:F1QQC3,LOXL2,Loxl2,Yes,LOXL2
Matrisome-associated,ECM Regulators,loxl2b,lysyl oxidase-like 2b,ZDB-GENE-050208-29,ENSDARG00000044074,A1L1V4,LOXL2,Loxl2,Yes,LOXL2
Matrisome-associated,ECM Regulators,loxl3a,lysyl oxidase-like 3a,ZDB-GENE-070818-2,ENSDARG00000076306,A6MH32:X1WBP7:F1RD85,LOXL3,Loxl3,Yes,LOXL3
Matrisome-associated,ECM Regulators,loxl3b,lysyl oxidase-like 3b,ZDB-GENE-030131-8210,ENSDARG00000039563,B8A5R8:A6MH33:B8A5R6:Q5CZM0:A4QP70:B8A4W9,LOXL3,Loxl3,Yes,LOXL3
Matrisome-associated,ECM Regulators,loxl4,lysyl oxidase-like 4,ZDB-GENE-080722-19,ENSDARG00000025089,F1QJK9:B8JL32,LOXL4,Loxl4,Yes,LOXL4
Matrisome-associated,ECM Regulators,masp1,mannan-binding lectin serine peptidase 1,ZDB-GENE-110421-4,ENSDARG00000068726,X1WBS4:A0A0K2SV02:E7FDS3:A0A0K2SUZ0:X1WH68,MASP1,Masp1,Yes,MASP1
Matrisome-associated,ECM Regulators,masp2,mannan-binding lectin serine peptidase 2,ZDB-GENE-060130-154,ENSDARG00000007988,E9QGP2:E9QCA1,MASP2,Masp2,Yes,MASP2
Matrisome-associated,ECM Regulators,mep1a.1,"meprin A, alpha (PABA peptide hydrolase), tandem duplicate 1",ZDB-GENE-041001-209,ENSDARG00000029747,Q5RHM1:Q5RKM1,MEP1A,Mep1a,Yes,MEP1A
Matrisome-associated,ECM Regulators,mep1a.2,"meprin A, alpha (PABA peptide hydrolase), tandem duplicate 2",ZDB-GENE-041001-208,ENSDARG00000008029,B3DKP9:F1QRQ5,MEP1A,Mep1a,Yes,MEP1A
Matrisome-associated,ECM Regulators,mep1b,"meprin A, beta",ZDB-GENE-041014-209,ENSDARG00000037533,B8JKC0:Q08CC4,MEP1B,Mep1b,Yes,MEP1B
Matrisome-associated,ECM Regulators,mmp11a,matrix metallopeptidase 11a,ZDB-GENE-070817-3,ENSDARG00000026325,E7FCZ5,MMP11,Mmp11,Yes,MMP11
Matrisome-associated,ECM Regulators,mmp11b,matrix metallopeptidase 11b,ZDB-GENE-070817-2,ENSDARG00000016718,F1RA45,MMP11,Mmp11,Yes,MMP11
Matrisome-associated,ECM Regulators,mmp13a,matrix metallopeptidase 13a,ZDB-GENE-031202-2,ENSDARG00000012395,B0JZI6:Q6P0J8:Q71G59:Q7ZWD0:F1QW84:A0A0R4IPY9:F1R3P5:F1QCX8,MMP13,Mmp13,Yes,MMP13
Matrisome-associated,ECM Regulators,mmp13b,matrix metallopeptidase 13b,ZDB-GENE-030131-6152,ENSDARG00000100794,A0A0R4ICX2:A0A0R4IDZ6,MMP13,Mmp13,Yes,MMP13
Matrisome-associated,ECM Regulators,mmp14a,matrix metallopeptidase 14a (membrane-inserted),ZDB-GENE-030901-1,ENSDARG00000002235,F1Q899:Q7T2J2,MMP14,Mmp14,Yes,MMP14
Matrisome-associated,ECM Regulators,mmp14b,matrix metallopeptidase 14b (membrane-inserted),ZDB-GENE-030901-2,ENSDARG00000008388,B0R0I1:Q7T2J1:B3DFR2,MMP14,Mmp14,Yes,MMP14
Matrisome-associated,ECM Regulators,mmp15a,matrix metallopeptidase 15a,ZDB-GENE-070817-4,ENSDARG00000051962,E7FFQ4,MMP15,Mmp15,Yes,MMP15
Matrisome-associated,ECM Regulators,mmp15b,matrix metallopeptidase 15b,ZDB-GENE-070817-6,ENSDARG00000013072,-,MMP15,Mmp15,Yes,MMP15
Matrisome-associated,ECM Regulators,mmp16a,matrix metallopeptidase 16a (membrane-inserted),ZDB-GENE-070820-1,-,-,MMP16,Mmp16,Yes,MMP16
Matrisome-associated,ECM Regulators,mmp16b,matrix metallopeptidase 16b (membrane-inserted),ZDB-GENE-061009-22,ENSDARG00000058876,F1R8N4:F1Q608,MMP16,Mmp16,Yes,MMP16
Matrisome-associated,ECM Regulators,mmp17a,matrix metallopeptidase 17a,ZDB-GENE-070820-2,ENSDARG00000078915,I3ISV9,MMP17,Mmp17,Yes,MMP17
Matrisome-associated,ECM Regulators,mmp17b,matrix metallopeptidase 17b,ZDB-GENE-081107-17,ENSDARG00000102956,A0A0R4IVT7:A0A0R4IB00,MMP17,Mmp17,Yes,MMP17
Matrisome-associated,ECM Regulators,mmp19,matrix metallopeptidase 19,ZDB-GENE-100308-3,ENSDARG00000091557,F1QBU4,MMP19,Mmp19,Yes,MMP19
Matrisome-associated,ECM Regulators,mmp2,matrix metallopeptidase 2,ZDB-GENE-030131-9123,ENSDARG00000017676,Q6DG10:Q7SZM5,MMP2,Mmp2,Yes,MMP2
Matrisome-associated,ECM Regulators,mmp20a,matrix metallopeptidase 20a (enamelysin),ZDB-GENE-100603-2,ENSDARG00000089887,E7FC41:X1WEM8,MMP20,Mmp20,Yes,MMP20
Matrisome-associated,ECM Regulators,mmp20b,matrix metallopeptidase 20b (enamelysin),ZDB-GENE-100603-3,ENSDARG00000055479,E7F3C3:A0A0R4IA68,MMP20,Mmp20,Yes,MMP20
Matrisome-associated,ECM Regulators,mmp21,matrix metallopeptidase 21,ZDB-GENE-100226-2,-,A0A0N9E2K8,MMP21,Mmp21,Yes,MMP21
Matrisome-associated,ECM Regulators,mmp23ba,matrix metallopeptidase 23ba,ZDB-GENE-030131-9548,-,-,MMP23B,Mmp23,Yes,MMP23B
Matrisome-associated,ECM Regulators,mmp23bb,matrix metallopeptidase 23bb,ZDB-GENE-050417-448,ENSDARG00000009825,Q567Z5:F1R0R0,MMP23B,Mmp23,Yes,MMP23B
Matrisome-associated,ECM Regulators,mmp24,matrix metallopeptidase 24,ZDB-GENE-040724-262,ENSDARG00000018896,E9QIX9,MMP24,Mmp24,Yes,MMP24
Matrisome-associated,ECM Regulators,mmp25a,matrix metallopeptidase 25a,ZDB-GENE-070820-22,ENSDARG00000077290,I3IT28:F1R9Q5,MMP25,Mmp25,Yes,MMP25
Matrisome-associated,ECM Regulators,mmp25b,matrix metallopeptidase 25b,ZDB-GENE-100308-4,ENSDARG00000010556,-,MMP25,Mmp25,Yes,MMP25
Matrisome-associated,ECM Regulators,mmp28,matrix metallopeptidase 28,ZDB-GENE-100226-1,ENSDARG00000059029,E7F9I3:A0A0J9YJ14,MMP28,Mmp28,Yes,MMP28
Matrisome-associated,ECM Regulators,mmp7,matrix metallopeptidase 7,ZDB-GENE-070817-1,-,-,MMP7,Mmp7,Yes,MMP7
Matrisome-associated,ECM Regulators,mmp9,matrix metallopeptidase 9,ZDB-GENE-040426-2132,ENSDARG00000042816,F1QC76:Q7T317:F8QXP1,MMP9,Mmp9,Yes,MMP9
Matrisome-associated,ECM Regulators,ngly1,N-glycanase 1,ZDB-GENE-050522-535,ENSDARG00000003205,Q503I8:A3KQW7:B2GSS9,NGLY1,Ngly1,Yes,NGLY1
Matrisome-associated,ECM Regulators,nots,nothepsin,ZDB-GENE-010620-1,ENSDARG00000099824,Q9DDE2:Q5PR42:B5DDQ0,CTSE,Ctse,Yes,CTSE
Matrisome-associated,ECM Regulators,ogfod1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,ZDB-GENE-030131-3294,ENSDARG00000036061,F1QTC6:Q7SXF7,OGFOD1,Ogfod1,Yes,OGFOD1
Matrisome-associated,ECM Regulators,ogfod2,2-oxoglutarate and iron-dependent oxygenase domain containing 2,ZDB-GENE-061215-54,ENSDARG00000056211,A3KGZ2,OGFOD2,Ogfod2,Yes,OGFOD2
Matrisome-associated,ECM Regulators,p4ha1a,"prolyl 4-hydroxylase, alpha polypeptide I a",ZDB-GENE-040724-91,ENSDARG00000033537,F1QCL7:A0A0R4IQ20:E7FEB4,P4HA1,P4ha1,Yes,P4HA1
Matrisome-associated,ECM Regulators,p4ha1b,"prolyl 4-hydroxylase, alpha polypeptide I b",ZDB-GENE-030131-4089,ENSDARG00000071082,A8E582:Q7ZVE9,P4HA1,P4ha1,Yes,P4HA1
Matrisome-associated,ECM Regulators,p4ha2,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 2",ZDB-GENE-030827-1,ENSDARG00000010085,Q7T2W8:A0A0R4IKZ3:Q6DG45:F1QCU6,P4HA2,P4ha2,Yes,P4HA2
Matrisome-associated,ECM Regulators,p4ha3,"prolyl 4-hydroxylase, alpha polypeptide III",ZDB-GENE-041010-4,ENSDARG00000103692,A0A0R4IU86:A0A0R4IXQ0,P4HA3,P4ha3,Yes,P4HA3
Matrisome-associated,ECM Regulators,p4htm,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",ZDB-GENE-110131-7,ENSDARG00000075209,X1WG80,P4HTM,P4htm,Yes,P4HTM
Matrisome-associated,ECM Regulators,pamr1,peptidase domain containing associated with muscle regeneration 1,ZDB-GENE-100422-12,ENSDARG00000093480,X1WC56:F1QE83,PAMR1,Pamr1,Yes,PAMR1
Matrisome-associated,ECM Regulators,pappa2,pappalysin 2,ZDB-GENE-070912-525,ENSDARG00000076020,E9QCK7,PAPPA2,Pappa2,Yes,PAPPA2
Matrisome-associated,ECM Regulators,pappaa,"pregnancy-associated plasma protein A, pappalysin 1a",ZDB-GENE-121113-1,ENSDARG00000101090,M1XYM1:A0A0G2KQH4:M1XYM1:A0A0G2KQH4,PAPPA,Pappa,Yes,PAPPA
Matrisome-associated,ECM Regulators,pappab,"pregnancy-associated plasma protein A, pappalysin 1b",ZDB-GENE-060526-71,ENSDARG00000059858,F1QEV4:F1Q5Q4:M1WXG8:B0R0F2,PAPPA,Pappa,Yes,PAPPA
Matrisome-associated,ECM Regulators,pcsk5a,proprotein convertase subtilisin/kexin type 5a,ZDB-GENE-060531-130,ENSDARG00000067537,F1R175:Q069L1:A2BHH6,PCSK5,Pcsk5,Yes,PCSK5
Matrisome-associated,ECM Regulators,pcsk5b,proprotein convertase subtilisin/kexin type 5b,ZDB-GENE-070822-7,ENSDARG00000060518,Q069L0:F1R027:F1QM74:B3DFS2:A7E290:A0A0R4IIY3,PCSK5,Pcsk5,Yes,PCSK5
Matrisome-associated,ECM Regulators,pcsk6,proprotein convertase subtilisin/kexin type 6,ZDB-GENE-100908-1,ENSDARG00000104574,A0A0G2KZR4:A0A140LH56:A0A140LG33:A0A140LFT5,PCSK6,Pcsk6,Yes,PCSK6
Matrisome-associated,ECM Regulators,plat,"plasminogen activator, tissue",ZDB-GENE-081104-181,ENSDARG00000062707,F1QB78,PLAT,Plat,Yes,PLAT
Matrisome-associated,ECM Regulators,plaua,"plasminogen activator, urokinase a",ZDB-GENE-090313-278,ENSDARG00000075265,D3GE88:F1RCV9,PLAU,Plau,Yes,PLAU
Matrisome-associated,ECM Regulators,plaub,"plasminogen activator, urokinase b",ZDB-GENE-030619-15,ENSDARG00000039145,G8CXX6:Q1RLR1:A0A0R4INJ0,PLAU,Plau,Yes,PLAU
Matrisome-associated,ECM Regulators,plg,plasminogen,ZDB-GENE-030131-1411,ENSDARG00000023111,Q6PBA6:E9QGF2:F1Q890:Q8AVB0,PLG,Plg,Yes,PLG
Matrisome-associated,ECM Regulators,plod1a,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1a",ZDB-GENE-030131-3165,ENSDARG00000059746,A8WIN7:A0JMD1:A0A0R4IM83:E9QCW2,PLOD1,Plod1,Yes,PLOD1
Matrisome-associated,ECM Regulators,plod1b,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1b",ZDB-GENE-030131-6875,-,-,PLOD1,Plod1,Yes,PLOD1
Matrisome-associated,ECM Regulators,plod2,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2",ZDB-GENE-070326-1,ENSDARG00000011821,Q5U3N4:B3DGT2:A4U7F9:A4U7F8,PLOD2,Plod2,Yes,PLOD2
Matrisome-associated,ECM Regulators,plod3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",ZDB-GENE-021031-4,ENSDARG00000076317,Q1L618,PLOD3,Plod3,Yes,PLOD3
Matrisome-associated,ECM Regulators,prss12,"protease, serine, 12 (neurotrypsin, motopsin)",ZDB-GENE-090313-45,ENSDARG00000061830,F1QM24:F1QC16,PRSS12,Prss12,Yes,PRSS12
